#1,"iPhone Charger Fast Charging,【Apple MFi Certified】 2Pack 20W Type C Fast Charger Block with 6FT USB C to Lightning Cable for iPhone 14/13/13 Pro/12/12 Pro/12 Pro Max/11/Xs Max/XR/X,iPad,AirPods Pro",1 offer from $12.99,https://www.amazon.com/iPhone-Charger-Certified%E3%80%91-Lightning-AirPods/dp/B08P25VBY1/ref=zg_bs_172456_sccl_1/144-1898152-8893355?psc=1,2023-04-10T12:50:16.256468
#2,"Amazon Basics High-Speed HDMI Cable (18 Gbps, 4K/60Hz) - 6 Feet, Black",$8.54,https://www.amazon.com/AmazonBasics-High-Speed-HDMI-Cable-1-Pack/dp/B014I8SSD0/ref=zg_bs_172456_sccl_2/144-1898152-8893355?psc=1,2023-04-10T12:50:16.409137
#3,iPhone Charger [Apple MFi Certified] 3Pack 10FT Lightning Cable Fast Charging iPhone Charger Cord Compatible with iPhone 13 12 11 Pro Max XR XS X 8 7 6 Plus SE and More (Multi-Color),3 offers from $10.99,https://www.amazon.com/Certified-Lightning-Charging-Compatible-Multi-Color/dp/B0B8CJRPTW/ref=zg_bs_172456_sccl_3/144-1898152-8893355?psc=1,2023-04-10T12:50:16.553411
#4,"HP 67XL Black High-yield Ink Cartridge | Works with HP DeskJet 1255, 2700, 4100 Series, HP ENVY 6000, 6400 Series | Eligible for Instant Ink | 3YM57AN",26 offers from $25.89,https://www.amazon.com/HP-Cartridge-Black-3YM57AN-Tri-Color/dp/B08412PTS8/ref=zg_bs_172456_sccl_4/144-1898152-8893355?psc=1,2023-04-10T12:50:16.632197
#5,"Amazon Basics microSDXC Memory Card with Full Size Adapter, A2, U3, Read Speed up to 100 MB/s, 128 GB",$12.42,https://www.amazon.com/Amazon-Basics-microSDXC-Memory-Adapter/dp/B08TJRVWV1/ref=zg_bs_172456_sccl_5/144-1898152-8893355?psc=1,2023-04-10T12:50:16.712723
#6,"[Apple MFi Certified] iPhone Fast Charger, 20W USB C Power Delivery Wall Charger Plug with 6ft Type C to Lightning Cable Quick Charging Data Sync Cord for iPhone14 13 12 11 Pro Max Mini Xs Xr X 8 iPad",5 offers from $13.56,https://www.amazon.com/Charger-Certified-Charging-Lightning-Compatible/dp/B08Y1G3KRX/ref=zg_bs_172456_sccl_6/144-1898152-8893355?psc=1,2023-04-10T12:50:16.804416
#7,[Apple MFi Certified] 6Pack 3/3/6/6/6/10 FT iPhone Charger Nylon Braided Fast Charging Lightning Cable Compatible iPhone 14 Pro/13 mini/13/12/11 Pro MAX/XR/XS/8/7/Plus/6S/SE/iPad,$11.99,https://www.amazon.com/MUXA-Certified-Charging-Lightning-Compatible/dp/B09D7NN6YZ/ref=zg_bs_172456_sccl_7/144-1898152-8893355?psc=1,2023-04-10T12:50:16.889726
#8,"SAMSUNG EVO Select Micro SD-Memory-Card + Adapter, 256GB microSDXC 130MB/s Full HD & 4K UHD, UHS-I, U3, A2, V30, Expanded Storage for Android Smartphones, Tablets, Nintendo-Switch (MB-ME256KA/AM)",$18.99,https://www.amazon.com/SAMSUNG-microSDXC-Expanded-MB-ME256KA-AM/dp/B09B1GXM16/ref=zg_bs_172456_sccl_8/144-1898152-8893355?psc=1,2023-04-10T12:50:17.004652
#9,Syntech USB C to USB Adapter Pack of 2 USB C Male to USB3 Female Adapter Compatible with MacBook Pro 2023 iMac iPad Mini 6/Pro MacBook Air 2022 and Other Type C or Thunderbolt 4/3 Devices Space Grey,$9.99,https://www.amazon.com/Syntech-Adapter-Thunderbolt-Compatible-MacBook/dp/B07CVX3516/ref=zg_bs_172456_sccl_9/144-1898152-8893355?psc=1,2023-04-10T12:50:17.111852
#10,"HP 67 Black/Tri-color Ink Cartridges (2 Count - Pack of 1) | Works with HP DeskJet 1255, 2700, 4100 Series, HP ENVY 6000, 6400 Series | Eligible for Instant Ink | 3YP29AN",18 offers from $31.89,https://www.amazon.com/HP-Cartridges-Black-Tri-Color-3YP29AN/dp/B08412HXK9/ref=zg_bs_172456_sccl_10/144-1898152-8893355?psc=1,2023-04-10T12:50:17.184810
