"Samsung 970 EVO Plus SSD 2TB NVMe M.2 Internal Solid State Hard Drive, V-NAND Technology, Storage and Memory Expansion for Gaming, Graphics w/ Heat Control, Max Speed, MZ-V7S2T0B/AM",$139.99,$499.99,4.8 out of 5 stars,"47,654 ratings",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Brl+iYtvL._AC_SX679_.jpg,2023-04-10T12:47:57.939363
"Seagate Portable 1TB External Hard Drive HDD – USB 3.0 for PC, Mac, PlayStation, & Xbox, 1-Year Rescue Service (STGX1000400) , Black",$49.50,,4.7 out of 5 stars,"242,535 ratings",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81tjLksKixL._AC_SX679_.jpg,2023-04-10T12:48:13.302480
"Seagate Portable 5TB External Hard Drive HDD – USB 3.0 for PC, Mac, PS4, & Xbox - 1-Year Rescue Service (STGX5000400), Black",$109.99,,4.7 out of 5 stars,"242,535 ratings",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61I6kB2sD6L._AC_SY679_.jpg,2023-04-10T12:48:31.523075
